text,language,label,label_num,clean_text
जातिवादी  ,Hindi,abusive,0,जातिवादी
निकम्मा  ,Hindi,abusive,0,निकम्मा
कुत्ती  ,Hindi,abusive,0,कुत्ती
नफरती  ,Hindi,abusive,0,नफरती
बकवास  ,Hindi,abusive,0,बकवास
उल्लू  ,Hindi,abusive,0,उल्लू
नपुंसक  ,Hindi,abusive,0,नपुंसक
चाटुकार  ,Hindi,abusive,0,चाटुकार
गंदगी  ,Hindi,abusive,0,गंदगी
दलाल  ,Hindi,abusive,0,दलाल
देशद्रोही  ,Hindi,abusive,0,देशद्रोही
धंधेबाज  ,Hindi,abusive,0,धंधेबाज
भिखारी  ,Hindi,abusive,0,भिखारी
मक्कार  ,Hindi,abusive,0,मक्कार
जहर फैलाने वाला  ,Hindi,abusive,0,जहर फैलाने वाला
झूठा  ,Hindi,abusive,0,झूठा
पापी  ,Hindi,abusive,0,पापी
सड़कछाप  ,Hindi,abusive,0,सड़कछाप
फेंकू  ,Hindi,abusive,0,फेंकू
गैंगस्टर  ,Hindi,abusive,0,गैंगस्टर
हिजड़ा  ,Hindi,abusive,0,हिजड़ा
कमीनी  ,Hindi,abusive,0,कमीनी
गटर का कीड़ा  ,Hindi,abusive,0,गटर का कीड़ा
लालची  ,Hindi,abusive,0,लालची
छोटा आदमी  ,Hindi,abusive,0,छोटा आदमी
कंगाल  ,Hindi,abusive,0,कंगाल
नाचनेवाली  ,Hindi,abusive,0,नाचनेवाली
ठगिनी  ,Hindi,abusive,0,ठगिनी
राक्षस  ,Hindi,abusive,0,राक्षस
तड़ीपार  ,Hindi,abusive,0,तड़ीपार
मजनूं  ,Hindi,abusive,0,मजनूं
मालिशिया  ,Hindi,abusive,0,मालिशिया
चोरनी  ,Hindi,abusive,0,चोरनी
जातिवाद फैलाने वाला  ,Hindi,abusive,0,जातिवाद फैलाने वाला
गुंडा  ,Hindi,abusive,0,गुंडा
लफंगीन  ,Hindi,abusive,0,लफंगीन
भूत  ,Hindi,abusive,0,भूत
दुष्ट  ,Hindi,abusive,0,दुष्ट
फेकू  ,Hindi,abusive,0,फेकू
सड़ा हुआ  ,Hindi,abusive,0,सड़ा हुआ
रेंगता हुआ  ,Hindi,abusive,0,रेंगता हुआ
झूठ फैलाने वाला  ,Hindi,abusive,0,झूठ फैलाने वाला
सिरफिरा  ,Hindi,abusive,0,सिरफिरा
दमखम नहीं  ,Hindi,abusive,0,दमखम नहीं
नाकारा  ,Hindi,abusive,0,नाकारा
भसड़  ,Hindi,abusive,0,भसड़
फट्टू  ,Hindi,abusive,0,फट्टू
चूतिया  ,Hindi,abusive,0,चूतिया
घटिया  ,Hindi,abusive,0,घटिया
घिनौनी  ,Hindi,abusive,0,घिनौनी
सड़ांध  ,Hindi,abusive,0,सड़ांध
राक्षसी  ,Hindi,abusive,0,राक्षसी
मूर्ख  ,Hindi,abusive,0,मूर्ख
मूढ़  ,Hindi,abusive,0,मूढ़
मक्कारी  ,Hindi,abusive,0,मक्कारी
मूर्खतापूर्ण  ,Hindi,abusive,0,मूर्खतापूर्ण
घिन  ,Hindi,abusive,0,घिन
खटमल  ,Hindi,abusive,0,खटमल
रावण  ,Hindi,abusive,0,रावण
घूसखोर  ,Hindi,abusive,0,घूसखोर
पिशाच  ,Hindi,abusive,0,पिशाच
कायर  ,Hindi,abusive,0,कायर
tu madarchode ki bachi hai,Hinglish,abusive,0,tu madarchode ki bachi hai
aag may jao,Hinglish,abusive,0,aag may jao
Aand mat kaha,Hinglish,abusive,0,aand mat kaha
abu chode,Hinglish,abusive,0,abu chode
amma ki chutt,Hinglish,abusive,0,amma ki chutt
amma ki chut,Hinglish,abusive,0,amma ki chut
Baap ke lavde,Hinglish,abusive,0,baap ke lavde
Bakrichod,Hinglish,abusive,0,bakrichod
Balatkaar,Hinglish,abusive,0,balatkaar
bandar kee gaand chaato,Hinglish,abusive,0,bandar kee gaand chaato
Basi Lund,Hinglish,abusive,0,basi lund
Behen ke Laude,Hinglish,abusive,0,behen ke laude
Bell Bula,Hinglish,abusive,0,bell bula
Betichod,Hinglish,abusive,0,betichod
bhaand me jaao,Hinglish,abusive,0,bhaand me jaao
Baap ke lavde,Hinglish,abusive,0,baap ke lavde
Bakrichod,Hinglish,abusive,0,bakrichod
Balatkaar,Hinglish,abusive,0,balatkaar
bandar kee gaand chaato,Hinglish,abusive,0,bandar kee gaand chaato
Basi Lund,Hinglish,abusive,0,basi lund
Behen ke Laude,Hinglish,abusive,0,behen ke laude
Bell Bula,Hinglish,abusive,0,bell bula
Betichod,Hinglish,abusive,0,betichod
bhaand me jaao,Hinglish,abusive,0,bhaand me jaao
bhadva chodika,Hinglish,abusive,0,bhadva chodika
bhadwe ki nasal,Hinglish,abusive,0,bhadwe ki nasal
Bhai Chhod bhayee chod,Hinglish,abusive,0,bhai chhod bhayee chod
Bhen Chhod bhaynchod,Hinglish,abusive,0,bhen chhod bhaynchod
Bhen ke lode,Hinglish,abusive,0,bhen ke lode
bhen ke lode maa chuda,Hinglish,abusive,0,bhen ke lode maa chuda
bhenchode ki bachi,Hinglish,abusive,0,bhenchode ki bachi
bhosad chod,Hinglish,abusive,0,bhosad chod
bhosadi ke,Hinglish,abusive,0,bhosadi ke
bhosdee kay,Hinglish,abusive,0,bhosdee kay
Bhosdi,Hinglish,abusive,0,bhosdi
bhosdi k,Hinglish,abusive,0,bhosdi k
Bhosdike,Hinglish,abusive,0,bhosdike
bhosra,Hinglish,abusive,0,bhosra
bhundi,Hinglish,abusive,0,bhundi
Bihari,Hinglish,abusive,0,bihari
bolti bandh kar,Hinglish,abusive,0,bolti bandh kar
bulle ke baal,Hinglish,abusive,0,bulle ke baal
burr,Hinglish,abusive,0,burr
bursungha,Hinglish,abusive,0,bursungha
choot ki jhilli,Hinglish,abusive,0,choot ki jhilli
chootia,Hinglish,abusive,0,chootia
Chopre he randi,Hinglish,abusive,0,chopre he randi
Chorichod,Hinglish,abusive,0,chorichod
Chudasi,Hinglish,abusive,0,chudasi
chudpagal,Hinglish,abusive,0,chudpagal
Chut ka maindak,Hinglish,abusive,0,chut ka maindak
Chut ke chatore,Hinglish,abusive,0,chut ke chatore
chut ke makkhan,Hinglish,abusive,0,chut ke makkhan
chut marne wala,Hinglish,abusive,0,chut marne wala
Chutia,Hinglish,abusive,0,chutia
chutiya,Hinglish,abusive,0,chutiya
Chutiya chootia,Hinglish,abusive,0,chutiya chootia
camina,Hinglish,abusive,0,camina
Cha Cha Chod,Hinglish,abusive,0,cha cha chod
CHIPKAI KI CHOOT KE PASEENE,Hinglish,abusive,0,chipkai ki choot ke paseene
Chipkali ke jhat ka baal,Hinglish,abusive,0,chipkali ke jhat ka baal
chod,Hinglish,abusive,0,chod
chod bhangra,Hinglish,abusive,0,chod bhangra
Chod ke bal ka kida,Hinglish,abusive,0,chod ke bal ka kida
choot k bhoot,Hinglish,abusive,0,choot k bhoot
choot k pakode,Hinglish,abusive,0,choot k pakode
choot ka paani,Hinglish,abusive,0,choot ka paani
choot ka pissu,Hinglish,abusive,0,choot ka pissu
dalli,Hinglish,abusive,0,dalli
Delhi,Hinglish,abusive,0,delhi
Dheeli Choot,Hinglish,abusive,0,dheeli choot
Gaand chaat mera,Hinglish,abusive,0,gaand chaat mera
Gaand chaatu,Hinglish,abusive,0,gaand chaatu
Gaand gaand,Hinglish,abusive,0,gaand gaand
Gaand ka Khadda,Hinglish,abusive,0,gaand ka khadda
Gaand ke Dhakan,Hinglish,abusive,0,gaand ke dhakan
gaand maar bhen chod,Hinglish,abusive,0,gaand maar bhen chod
gaand me danda maar le,Hinglish,abusive,0,gaand me danda maar le
Gaand mein Kida,Hinglish,abusive,0,gaand mein kida
gaandu,Hinglish,abusive,0,gaandu
Gaandu,Hinglish,abusive,0,gaandu
gand marne wala,Hinglish,abusive,0,gand marne wala
gand mein louda,Hinglish,abusive,0,gand mein louda
Gandi Chut mein Sadta hua ganda kida,Hinglish,abusive,0,gandi chut mein sadta hua ganda kida
gandi fuddi ki gandi auladd,Hinglish,abusive,0,gandi fuddi ki gandi auladd
Gandmasti,Hinglish,abusive,0,gandmasti
goli,Hinglish,abusive,0,goli
Gujjar,Hinglish,abusive,0,gujjar
haram zaadaa,Hinglish,abusive,0,haram zaadaa
harami,Hinglish,abusive,0,harami
kutte ki olad,Hinglish,abusive,0,kutte ki olad
kaala lund,Hinglish,abusive,0,kaala lund
kaali kutti,Hinglish,abusive,0,kaali kutti
Kaminey,Hinglish,abusive,0,kaminey
Kukarchod,Hinglish,abusive,0,kukarchod
Kutha Sala,Hinglish,abusive,0,kutha sala
kuthri,Hinglish,abusive,0,kuthri
Kuthta buraanahe kandaa nahi pattaahe,Hinglish,abusive,0,kuthta buraanahe kandaa nahi pattaahe
kutte,Hinglish,abusive,0,kutte
lavde ka baal,Hinglish,abusive,0,lavde ka baal
Lode jesi shakal ke,Hinglish,abusive,0,lode jesi shakal ke
Lode ke baal,Hinglish,abusive,0,lode ke baal
lodu,Hinglish,abusive,0,lodu
lowde ka bal,Hinglish,abusive,0,lowde ka bal
lund,Hinglish,abusive,0,lund
Lund chuse,Hinglish,abusive,0,lund chuse
lund k laddu,Hinglish,abusive,0,lund k laddu
Lund ke ghee,Hinglish,abusive,0,lund ke ghee
Lund Khajoor,Hinglish,abusive,0,lund khajoor
Lund khane wala,Hinglish,abusive,0,lund khane wala
Lund luhnd,Hinglish,abusive,0,lund luhnd
lund mera muh tera,Hinglish,abusive,0,lund mera muh tera
Maa ki Behenchod,Hinglish,abusive,0,maa ki behenchod
maa ki chut,Hinglish,abusive,0,maa ki chut
maa-cho,Hinglish,abusive,0,maacho
maal chhodna,Hinglish,abusive,0,maal chhodna
Madar Chod,Hinglish,abusive,0,madar chod
Madarchod ke Aulaad,Hinglish,abusive,0,madarchod ke aulaad
madarchood,Hinglish,abusive,0,madarchood
Mader chod,Hinglish,abusive,0,mader chod
Maggi,Hinglish,abusive,0,maggi
mahder chod,Hinglish,abusive,0,mahder chod
Mai Chod,Hinglish,abusive,0,mai chod
Mendra,Hinglish,abusive,0,mendra
mera gota moo may lay,Hinglish,abusive,0,mera gota moo may lay
mera land chooso,Hinglish,abusive,0,mera land chooso
Mera mume le,Hinglish,abusive,0,mera mume le
Mere fudi kha ley,Hinglish,abusive,0,mere fudi kha ley
Meri ghand ka baal,Hinglish,abusive,0,meri ghand ka baal
miye ki khala,Hinglish,abusive,0,miye ki khala
mome ka pasina chat,Hinglish,abusive,0,mome ka pasina chat
moo may lay mera,Hinglish,abusive,0,moo may lay mera
mutra visarjan,Hinglish,abusive,0,mutra visarjan
Nunnu,Hinglish,abusive,0,nunnu
padosi ke calender,Hinglish,abusive,0,padosi ke calender
padosi ki aulaad,Hinglish,abusive,0,padosi ki aulaad
Pannu,Hinglish,abusive,0,pannu
pelhar,Hinglish,abusive,0,pelhar
Pudi yavenah,Hinglish,abusive,0,pudi yavenah
rand ki moot,Hinglish,abusive,0,rand ki moot
Randi,Hinglish,abusive,0,randi
randi baj,Hinglish,abusive,0,randi baj
Randi Ka Choda,Hinglish,abusive,0,randi ka choda
Randi Ka Ladka,Hinglish,abusive,0,randi ka ladka
randi ka larka,Hinglish,abusive,0,randi ka larka
randi ke bacche,Hinglish,abusive,0,randi ke bacche
randi ke beej,Hinglish,abusive,0,randi ke beej
randi ki bachi,Hinglish,abusive,0,randi ki bachi
saale lm,Hinglish,abusive,0,saale lm
Saale Maaderchod,Hinglish,abusive,0,saale maaderchod
sab ka lund teri ma ki chut mein,Hinglish,abusive,0,sab ka lund teri ma ki chut mein
Sala kutta,Hinglish,abusive,0,sala kutta
sala/sale,Hinglish,abusive,0,salasale
sardar,Hinglish,abusive,0,sardar
sardar fuda singh,Hinglish,abusive,0,sardar fuda singh
shuayb,Hinglish,abusive,0,shuayb
sinak se paida hua,Hinglish,abusive,0,sinak se paida hua
Sust Lund ki padaish,Hinglish,abusive,0,sust lund ki padaish
suvar chod,Hinglish,abusive,0,suvar chod
suwar ki aulad,Hinglish,abusive,0,suwar ki aulad
SuZit,Hinglish,abusive,0,suzit
tagad,Hinglish,abusive,0,tagad
Tatti Ander Lele,Hinglish,abusive,0,tatti ander lele
tera gittha,Hinglish,abusive,0,tera gittha
Tere Baap Ka Bhosda,Hinglish,abusive,0,tere baap ka bhosda
Tere Baap Ki Gaand,Hinglish,abusive,0,tere baap ki gaand
tere maa ka bur,Hinglish,abusive,0,tere maa ka bur
TERI AMMI KE BHOSDE ME GHUJ JAO BE,Hinglish,abusive,0,teri ammi ke bhosde me ghuj jao be
teri behen ka bhosda faadu,Hinglish,abusive,0,teri behen ka bhosda faadu
teri bhen ki bhenchode,Hinglish,abusive,0,teri bhen ki bhenchode
teri bhen nu lassi pilawa,Hinglish,abusive,0,teri bhen nu lassi pilawa
Teri bhosri mein aag,Hinglish,abusive,0,teri bhosri mein aag
Teri Chute Mai Chuglee,Hinglish,abusive,0,teri chute mai chuglee
Teri gaand me danda,Hinglish,abusive,0,teri gaand me danda
Teri gaand mein mera lund,Hinglish,abusive,0,teri gaand mein mera lund
Teri Gaand mein Haathi ka Lund,Hinglish,abusive,0,teri gaand mein haathi ka lund
teri gand mai ghadhe ka lund,Hinglish,abusive,0,teri gand mai ghadhe ka lund
teri ma bahar chud rahi he,Hinglish,abusive,0,teri ma bahar chud rahi he
Teri ma ki choot me bara sa land,Hinglish,abusive,0,teri ma ki choot me bara sa land
Teri ma ki chudaye bandar se hui,Hinglish,abusive,0,teri ma ki chudaye bandar se hui
Teri ma ki chut me meri tatti,Hinglish,abusive,0,teri ma ki chut me meri tatti
teri ma ko kutta chode,Hinglish,abusive,0,teri ma ko kutta chode
Teri ma randi,Hinglish,abusive,0,teri ma randi
teri maa ka bhosra,Hinglish,abusive,0,teri maa ka bhosra
teri maa ka boba chusu,Hinglish,abusive,0,teri maa ka boba chusu
Teri maa ke bable,Hinglish,abusive,0,teri maa ke bable
Teri maa ke bhosade ke baal,Hinglish,abusive,0,teri maa ke bhosade ke baal
Teri Maa ki choot,Hinglish,abusive,0,teri maa ki choot
teri maa ki choot,Hinglish,abusive,0,teri maa ki choot
teri maa ki choot me kutte ka lavda,Hinglish,abusive,0,teri maa ki choot me kutte ka lavda
teri maa ki chut,Hinglish,abusive,0,teri maa ki chut
teri maa ki chute,Hinglish,abusive,0,teri maa ki chute
teri maa ki mardarchode,Hinglish,abusive,0,teri maa ki mardarchode
Teri Maa ki sukhi bhos,Hinglish,abusive,0,teri maa ki sukhi bhos
Teri maaki gaand,Hinglish,abusive,0,teri maaki gaand
teri peen di kanjar,Hinglish,abusive,0,teri peen di kanjar
teri pehn de lodhi choosna,Hinglish,abusive,0,teri pehn de lodhi choosna
teri pehn di siri,Hinglish,abusive,0,teri pehn di siri
Teri Phuphi Ki Choot Mein,Hinglish,abusive,0,teri phuphi ki choot mein
Tharki,Hinglish,abusive,0,tharki
to the teri maa makichoos he,Hinglish,abusive,0,to the teri maa makichoos he
Tu Tera Maa ka Lauda,Hinglish,abusive,0,tu tera maa ka lauda
Tuzya aaicha dana,Hinglish,abusive,0,tuzya aaicha dana
tuzya aaichi kanda puchi,Hinglish,abusive,0,tuzya aaichi kanda puchi
Tyagi,Hinglish,abusive,0,tyagi
Ukka La Poku,Hinglish,abusive,0,ukka la poku
నీ లాంటి బోచ్చు నాయకుడికి పదవే ఎందుకు  ,Telugu ,abusive,0,నీ లాంటి బోచ్చు నాయకుడికి పదవే ఎందుకు
రాజకీయాల్లో బోసుడి లాంటి వెధవలు ఎందుకు  ,Telugu ,abusive,0,రాజకీయాల్లో బోసుడి లాంటి వెధవలు ఎందుకు
చిలిపిగా తిట్టేట్టుగా ప్రజల నోరు తెరిచింది నీ పాలన  ,Telugu ,abusive,0,చిలిపిగా తిట్టేట్టుగా ప్రజల నోరు తెరిచింది నీ పాలన
చిత్తు పూకా రాజకీయాలు ప్రజల జీవితం నాశనం చేస్తున్నాయి  ,Telugu ,abusive,0,చిత్తు పూకా రాజకీయాలు ప్రజల జీవితం నాశనం చేస్తున్నాయి
కట్‌లెట్ ఎత్తి గుద్దలో పెట్టుకోని నీ పాలన చూడాల్సి వచ్చింది  ,Telugu ,abusive,0,కట్లెట్ ఎత్తి గుద్దలో పెట్టుకోని నీ పాలన చూడాల్సి వచ్చింది
దెంగితే దయ్యాలు పుడతాయని తెలిసినా నిన్ను ఓటేశారు  ,Telugu ,abusive,0,దెంగితే దయ్యాలు పుడతాయని తెలిసినా నిన్ను ఓటేశారు
నీ దెంగు వలే ప్రభుత్వ హామీలు ఒక్కటైనా నెరవేరలేదు  ,Telugu ,abusive,0,నీ దెంగు వలే ప్రభుత్వ హామీలు ఒక్కటైనా నెరవేరలేదు
ధని పూకులో ఎరుగులా నీ నాయకత్వం కూడా చెత్త  ,Telugu ,abusive,0,ధని పూకులో ఎరుగులా నీ నాయకత్వం కూడా చెత్త
దూలా లంజా లాంటి మాటలు నీ సభలోనే ఎక్కువ  ,Telugu ,abusive,0,దూలా లంజా లాంటి మాటలు నీ సభలోనే ఎక్కువ
ఎర్రి పూకా పబ్లిసిటీ చూపించి ఓటు కొట్టావు  ,Telugu ,abusive,0,ఎర్రి పూకా పబ్లిసిటీ చూపించి ఓటు కొట్టావు
నీ ఎరుగుతో దేశంలో మత విద్వేషాలు పెరిగిపోయాయి  ,Telugu ,abusive,0,నీ ఎరుగుతో దేశంలో మత విద్వేషాలు పెరిగిపోయాయి
గాడిద పిచ్చలోడిని మంత్రిగా చూసే బాధ ప్రజలది  ,Telugu ,abusive,0,గాడిద పిచ్చలోడిని మంత్రిగా చూసే బాధ ప్రజలది
గజ మడ్డా లాంటి తీర్మానాలతో ప్రజలను మోసం చేస్తున్నావు  ,Telugu ,abusive,0,గజ మడ్డా లాంటి తీర్మానాలతో ప్రజలను మోసం చేస్తున్నావు
గజ్జి మోడ్డా లాంటి హామీలు ఎవరు నమ్మరు  ,Telugu ,abusive,0,గజ్జి మోడ్డా లాంటి హామీలు ఎవరు నమ్మరు
గొల్లి చీకు రా కొడకా నీవే ప్రజల జీవితాలు నాశనం చేసిన వాడు  ,Telugu ,abusive,0,గొల్లి చీకు రా కొడకా నీవే ప్రజల జీవితాలు నాశనం చేసిన వాడు
గొల్లి చెకుత లంజా లాంటి తీర్మానాలు తెచ్చిన వాడు నీవే  ,Telugu ,abusive,0,గొల్లి చెకుత లంజా లాంటి తీర్మానాలు తెచ్చిన వాడు నీవే
నీ గుద్ద ప్రభుత్వం పేరుతో ప్రజల మీద భారం వేసింది  ,Telugu ,abusive,0,నీ గుద్ద ప్రభుత్వం పేరుతో ప్రజల మీద భారం వేసింది
గుద్ద నాకూ అనేలా మాట్లాడుతున్నావు సభలో  ,Telugu ,abusive,0,గుద్ద నాకూ అనేలా మాట్లాడుతున్నావు సభలో
నీ గుద్దను చీకు వేసే విధంగా ప్రజలు చూస్తున్నారు  ,Telugu ,abusive,0,నీ గుద్దను చీకు వేసే విధంగా ప్రజలు చూస్తున్నారు
గుద్ధా కింద కొవ్వు పట్టిందా నీ మాటలకు బలం లేదు  ,Telugu ,abusive,0,గుద్ధా కింద కొవ్వు పట్టిందా నీ మాటలకు బలం లేదు
హస్త ప్రయోగం చేసి ఓట్లు గెలుచుకున్న నాయకులు మీ పార్టీ  ,Telugu ,abusive,0,హస్త ప్రయోగం చేసి ఓట్లు గెలుచుకున్న నాయకులు మీ పార్టీ
కమ్మని పూకుతో నీ హామీలు ప్రజల్ని మాయ చేశాయి  ,Telugu ,abusive,0,కమ్మని పూకుతో నీ హామీలు ప్రజల్ని మాయ చేశాయి
కోజ్జా రాజకీయాలే ఇప్పుడు ప్రజల పరిస్థితి  ,Telugu ,abusive,0,కోజ్జా రాజకీయాలే ఇప్పుడు ప్రజల పరిస్థితి
కోజ్జా ముండా లాంటి నీవే ప్రభుత్వ హీనతకు కారణం  ,Telugu ,abusive,0,కోజ్జా ముండా లాంటి నీవే ప్రభుత్వ హీనతకు కారణం
కొనమొడ్డా లాంటి పథకాలు ఎవరి పని కావు  ,Telugu ,abusive,0,కొనమొడ్డా లాంటి పథకాలు ఎవరి పని కావు
గుద్దా చించీ పగల్ దెంగుతా అన్నట్టే నీ ప్రభుత్వ పని  ,Telugu ,abusive,0,గుద్దా చించీ పగల్ దెంగుతా అన్నట్టే నీ ప్రభుత్వ పని
కుక్క - పూకా లాంటి మాటలే నీ సభల పరమార్థం  ,Telugu ,abusive,0,కుక్క పూకా లాంటి మాటలే నీ సభల పరమార్థం
కుక్క సుల్లీ రాజకీయాలే ఈ దేశం దిగజారిపోయింది  ,Telugu ,abusive,0,కుక్క సుల్లీ రాజకీయాలే ఈ దేశం దిగజారిపోయింది
కుత్తా చింపి పర దెంగుతా అన్నట్టు మోసం చేస్తున్నావు  ,Telugu ,abusive,0,కుత్తా చింపి పర దెంగుతా అన్నట్టు మోసం చేస్తున్నావు
కూతురు వొంగుడు అల్లుడు దెంగుడు అనేలా నీ పాలన ఉంది  ,Telugu ,abusive,0,కూతురు వొంగుడు అల్లుడు దెంగుడు అనేలా నీ పాలన ఉంది
లంజా మాటలతో రాజకీయ నాయకులు కలుషితం చేస్తున్నారు  ,Telugu ,abusive,0,లంజా మాటలతో రాజకీయ నాయకులు కలుషితం చేస్తున్నారు
లంజా కొడకా నీవే ప్రజల మతాన్ని దెబ్బతీసేవాడు  ,Telugu ,abusive,0,లంజా కొడకా నీవే ప్రజల మతాన్ని దెబ్బతీసేవాడు
లంజా ముండా గోచి ప్రజల నమ్మకాన్ని వంచించిన వాడు  ,Telugu ,abusive,0,లంజా ముండా గోచి ప్రజల నమ్మకాన్ని వంచించిన వాడు
లంజా పూకాతో నీ ప్రచారం ఒక్కటే బలహీనత  ,Telugu ,abusive,0,లంజా పూకాతో నీ ప్రచారం ఒక్కటే బలహీనత
లంజకోడకా ప్రభుత్వాన్ని గుడ్డిగా నడుపుతున్నావు  ,Telugu ,abusive,0,లంజకోడకా ప్రభుత్వాన్ని గుడ్డిగా నడుపుతున్నావు
లేకి పూకా అభిప్రాయాలతో ప్రజలపై ఆధిపత్యం చూపిస్తున్నావు  ,Telugu ,abusive,0,లేకి పూకా అభిప్రాయాలతో ప్రజలపై ఆధిపత్యం చూపిస్తున్నావు
నీ పాలన మల్వికా లాంటి చీకటి కామెడీ  ,Telugu ,abusive,0,నీ పాలన మల్వికా లాంటి చీకటి కామెడీ
మర్మాంగంతో మాట్లాడే నీచ నేతలే ప్రజల గతి  ,Telugu ,abusive,0,మర్మాంగంతో మాట్లాడే నీచ నేతలే ప్రజల గతి
నీ మోడ్డా పాలన వల్ల యువతకు మార్గం లేదు  ,Telugu ,abusive,0,నీ మోడ్డా పాలన వల్ల యువతకు మార్గం లేదు
మోడ్డా చీకు లంజా లాంటి సమాజాన్ని మోసం చేస్తున్నావు  ,Telugu ,abusive,0,మోడ్డా చీకు లంజా లాంటి సమాజాన్ని మోసం చేస్తున్నావు
మోడ్డా కుడువు లాంటి హామీలతో ఓట్లు కొట్టుకున్నావు  ,Telugu ,abusive,0,మోడ్డా కుడువు లాంటి హామీలతో ఓట్లు కొట్టుకున్నావు
మోడ్డా నాకూ అనేలా ఆవేశంగా మాట్లాడుతున్నావు సభలో  ,Telugu ,abusive,0,మోడ్డా నాకూ అనేలా ఆవేశంగా మాట్లాడుతున్నావు సభలో
మోడ్డా నోట్లో పెట్టి దెంగుతా అన్నట్టే తప్పుడు హామీలు  ,Telugu ,abusive,0,మోడ్డా నోట్లో పెట్టి దెంగుతా అన్నట్టే తప్పుడు హామీలు
"మోడ్డా, లవడా, దద్దు, మగతనం లాంటి అసహ్యమైన రాజకీయాలు  ",Telugu ,abusive,0,మోడ్డా లవడా దద్దు మగతనం లాంటి అసహ్యమైన రాజకీయాలు
ముళ్ళు మొనా లాంటి మాటలే ప్రజల నోళ్ళలో ఉన్నాయి  ,Telugu ,abusive,0,ముళ్ళు మొనా లాంటి మాటలే ప్రజల నోళ్ళలో ఉన్నాయి
మడ్డి లో వేళ్ళు పెట్టుకుని పరిపాలన చేస్తున్నావు  ,Telugu ,abusive,0,మడ్డి లో వేళ్ళు పెట్టుకుని పరిపాలన చేస్తున్నావు
నా మోడ్డా గుద్దు లాంటి వాగ్దానాలు మోసం చేశాయి  ,Telugu ,abusive,0,నా మోడ్డా గుద్దు లాంటి వాగ్దానాలు మోసం చేశాయి
నీ అక్కను దెంగా అనేలా మాటలు మాట్లాడుతున్నావు  ,Telugu ,abusive,0,నీ అక్కను దెంగా అనేలా మాటలు మాట్లాడుతున్నావు
నీ అక్కను మా కుక్క దెంగా అన్నట్టు నిందలు వేస్తున్నావు  ,Telugu ,abusive,0,నీ అక్కను మా కుక్క దెంగా అన్నట్టు నిందలు వేస్తున్నావు
నీ అమ్మని దెంగా అన్నట్టు నాయకత్వం లేకపోవడం  ,Telugu ,abusive,0,నీ అమ్మని దెంగా అన్నట్టు నాయకత్వం లేకపోవడం
నీ అమ్మ పూకులో నా మోడ్డా పెట్టి నిన్నే తిట్టాలి  ,Telugu ,abusive,0,నీ అమ్మ పూకులో నా మోడ్డా పెట్టి నిన్నే తిట్టాలి
నీ జాతిని కుక్క దెంగా అన్నట్టు నీ సంస్కృతి  ,Telugu ,abusive,0,నీ జాతిని కుక్క దెంగా అన్నట్టు నీ సంస్కృతి
నీ మామ పూకు దెంగా అనేలా మత పిచ్చి పెడుతున్నావు  ,Telugu ,abusive,0,నీ మామ పూకు దెంగా అనేలా మత పిచ్చి పెడుతున్నావు
నీ నోట్లో నా సుల్లీ అన్నట్టు తిట్లే వినిపిస్తున్నాయి  ,Telugu ,abusive,0,నీ నోట్లో నా సుల్లీ అన్నట్టు తిట్లే వినిపిస్తున్నాయి
నీ పూకుల నా సుల్లీ అన్నట్టు ప్రజల విసుగు  ,Telugu ,abusive,0,నీ పూకుల నా సుల్లీ అన్నట్టు ప్రజల విసుగు
నీ ఆలీ పూకులో రాంపం పెట్టినట్టు అసభ్య సంస్కరణలు  ,Telugu ,abusive,0,నీ ఆలీ పూకులో రాంపం పెట్టినట్టు అసభ్య సంస్కరణలు
నీ అక్కని దెంగా అంటూ నన్ను దూషిస్తావా  ,Telugu ,abusive,0,నీ అక్కని దెంగా అంటూ నన్ను దూషిస్తావా
నీ అమ్మగారిని దెంగా అన్నట్టు నీ మాటల లోపం  ,Telugu ,abusive,0,నీ అమ్మగారిని దెంగా అన్నట్టు నీ మాటల లోపం
నీ అలిని దెంగా అని తిట్టే స్థాయిలో నిలిపేశావు ప్రజల మనసుల్లో  ,Telugu ,abusive,0,నీ అలిని దెంగా అని తిట్టే స్థాయిలో నిలిపేశావు ప్రజల మనసుల్లో
నీ అమ్మ గుద్దని దెంగా అన్నట్టు న్యాయం లేదు  ,Telugu ,abusive,0,నీ అమ్మ గుద్దని దెంగా అన్నట్టు న్యాయం లేదు
నీ అమ్మ కుట్టనిని దెంగా అంటూ ఆవేదన వ్యక్తం చేస్తున్నారు ప్రజలు  ,Telugu ,abusive,0,నీ అమ్మ కుట్టనిని దెంగా అంటూ ఆవేదన వ్యక్తం చేస్తున్నారు ప్రజలు
నీ అమ్మ పూకులో సుల్లీ పెట్టినట్టే నీ పాలన  ,Telugu ,abusive,0,నీ అమ్మ పూకులో సుల్లీ పెట్టినట్టే నీ పాలన
నీ అమ్మ రోజు నా మోడ్డా చీకుతుందని ప్రజలు ఆవేదన చెందుతున్నారు  ,Telugu ,abusive,0,నీ అమ్మ రోజు నా మోడ్డా చీకుతుందని ప్రజలు ఆవేదన చెందుతున్నారు
నీ అమ్మనీ దెంగా అంటూ నీ కార్యకలాపాలు ప్రజల దృష్టిలో  ,Telugu ,abusive,0,నీ అమ్మనీ దెంగా అంటూ నీ కార్యకలాపాలు ప్రజల దృష్టిలో
